Scientific Name,Common Name,Rarity Status
Lophozia polaris var. sphagnorum,,G5T1T2
Lophozia rubrigemma,,G2?
Lophozia ventricosa var. confusa,,G5T3?
Lophozia ventricosa var. rigida,,G5T1?
Lophozia wenzelii var. lapponica,,G4G5T3?
Lorentziella imbricata,imbricate lorentziella moss,G2G3
Lotus alamosanus,Sonoran bird's-foot trefoil,G3G4
Lotus argophyllus var. adsurgens,Santa Cruz Island silverhosackia,G5T1
Lotus argophyllus var. fremontii,Fremont's birsfoot trefoil,G5T3?
Lotus argophyllus var. niveus,Santa Cruz Island silverhosackia,G5T3
Lotus argyraeus var. multicaulis,canyon bird's-foot trefoil,G4?T2
Lotus argyraeus var. notitius,canyon bird's-foot trefoil,G4?T2
Lotus crassifolius var. otayensis,big deervetch,G5T1
Lotus dendroideus var. dendroideus,island broom,G4T3
Lotus dendroideus var. traskiae,Trask's island broom,G4T2
Lotus dendroideus var. veatchii,Veatch's island broom,G4T3
Lotus grandiflorus var. macranthus,chaparral bird's-foot trefoil,G4T3?
Lotus haydonii,rock bird's-foot trefoil,G3
Lotus heermannii var. orbicularis,Heermann's bird's-foot trefoil,G4?T3T4
Lotus incanus,woolly bird's-foot trefoil,G3?
Lotus junceus var. junceus,rush broom,G4T3T4
Lotus mearnsii,Mearns' bird's-foot trefoil,G3
Lotus mearnsii var. equisolensis,Mearns' bird's-foot trefoil,G3T1
Lotus mearnsii var. mearnsii,Mearns' bird's-foot trefoil,G3T3
Lotus nuttallianus,wire bird's-foot trefoil,G1
Lotus oblongifolius var. cupreus,streambank bird's-foot trefoil,G5T2
Lotus procumbens,silky deerweed,G3?
Lotus procumbens var. jepsonii,Jepson's deerweed,G3?T1T2
Lotus procumbens var. procumbens,silky deerweed,G3?T3?
Lotus rubriflorus,redflower bird's-foot trefoil,G1
Lotus stipularis var. stipularis,balsam bird's-foot trefoil,G5T3T4
Lotus unifoliolatus var. helleri,Heller's bird's-foot trefoil,G5T3
Lotus yollabolliensis,Yolla Bolly bird's-foot trefoil,G3
Ludwigia brevipes,Long Beach primrose-willow,G2G3
Ludwigia curtissii,Curtiss' primrose-willow,G3G4
Ludwigia lanceolata,lanceleaf primrose-willow,G3
Ludwigia ravenii,Raven's primrose-willow,G1G2
Ludwigia spathulata,spoon primrose-willow,G2
Luina serpentina,creeping silverback,G3
Luisierella barbula,luisierella moss,G3G4
Lunania ekmanii,mendrina,G2?
Lupinus abramsii,Abrams' lupine,G1Q
Lupinus adsurgens var. adsurgens,Drew's silky lupine,G5T3T4
Lupinus adsurgens var. lilacinus,Drew's silky lupine,G5T2T3Q
Lupinus adsurgens var. undulatus,Drew's silky lupine,G5T3T4Q
Lupinus albicaulis var. shastensis,Shasta lupine,G5T3T4
Lupinus albifrons var. flumineus,silver lupine,G5T2T4Q
Lupinus alpicola,Mt. Adams lupine,G3?
Lupinus ammophilus,sand lupine,G3G4
Lupinus amphibius,amphibious lupine,G1G3Q
Lupinus angustiflorus,narrowflower lupine,G3?
Lupinus antoninus,Anthony Peak lupine,G2
Lupinus apertus,summit lupine,G3?
Lupinus arboreus,yellow bush lupine,G3G4
Lupinus arbustus ssp. arbustus,longspur lupine,G5T2T4
Lupinus arbustus ssp. calcaratus,longspur lupine,G5T2T4
Lupinus arbustus ssp. neolaxiflorus,longspur lupine,G5T1T3
Lupinus arbustus ssp. pseudoparviflorus,longspur lupine,G5T2T3
Lupinus arbustus ssp. silvicola,longspur lupine,G5T1T3
Lupinus arbustus var. arbustus,longspur lupine,G5T1T3Q
Lupinus argenteus ssp. ingratus,silvery lupine,G5T2T4
Lupinus argenteus ssp. moabensis,silvery lupine,G5T2T4
Lupinus aridus ssp. ashlandensis,Ashland's lupine,G5T1
Lupinus aridus ssp. lenorensis,desert lupine,G5T1T3Q
Lupinus aridus ssp. loloensis,desert lupine,G5T1T3Q
Lupinus bakeri ssp. amplus,Baker's lupine,G4T3?
Lupinus bakeri ssp. bakeri,Baker's lupine,G4T2T4
Lupinus benthamii var. opimus,spider lupine,G4T2T4Q
Lupinus bingenensis var. bingenensis,Bingen lupine,G4G5T1T2Q
Lupinus brevior,short lupine,G2G3
Lupinus breweri var. bryoides,matted lupine,G5T3T4
Lupinus breweri var. grandiflorus,matted lupine,G5T3T4
Lupinus breweri var. parvulus,matted lupine,G5T2T4Q
Lupinus caudatus ssp. cutleri,Cutler's spurred lupine,G5T2
Lupinus cervinus,Santa Lucia lupine,G3
Lupinus chamissonis,Chamisso bush lupine,G3?
Lupinus citrinus,orangeflower lupine,G2
Lupinus citrinus var. citrinus,orangeflower lupine,G2T2
Lupinus citrinus var. deflexus,orangeflower lupine,G2T1
Lupinus concinnus ssp. optatus,bajada lupine,G5T3?
Lupinus congdonii,Congdon's lupine,G3?
Lupinus constancei,lassicus lupine,G1
Lupinus crassus,Paradox lupine,G2
Lupinus croceus,saffron-flowered lupine,G3
Lupinus croceus var. pilosellus,saffron-flowered lupine,G3T3
Lupinus culbertsonii,Hoskett Meadows lupine,G3?
Lupinus culbertsonii ssp. culbertsonii,Hoskett Meadows lupine,G3?T2
Lupinus cusickii,Cusick's lupine,G1
Lupinus cusickii ssp. abortivus,Cusick's lupine,G1TH
Lupinus cusickii ssp. brachypodus,Cusick's lupine,G1T1
Lupinus cusickii ssp. cusickii,Cusick's lupine,G1T1
Lupinus dalesiae,Quincy lupine,G3
Lupinus densiflorus var. austrocollium,whitewhorl lupine,G5T2T3
Lupinus densiflorus var. glareosus,whitewhorl lupine,G5T2T3
Lupinus densiflorus var. lacteus,whitewhorl lupine,G5T3?Q
Lupinus densiflorus var. palustris,whitewhorl lupine,G5T2T4Q
Lupinus duranii,Mono Lake lupine,G2
Lupinus elatus,tall silky lupine,G3
Lupinus elmeri,Elmer's lupine,G2
Lupinus excubitus var. austromontanus,mountain bush lupine,G4T3T4
Lupinus excubitus var. hallii,Hall's bush lupine,G4T3T4
Lupinus excubitus var. johnstonii,interior bush lupine,G4T3
Lupinus excubitus var. medius,Mountain Springs bush lupine,G4T2T3
Lupinus eximius,San Mateo tree lupine,G2Q
Lupinus fissicalyx,Grants Pass lupine,G2G3
Lupinus flavoculatus,yelloweyes,G3G4
Lupinus fulcratus,greenstipule lupine,G3?
Lupinus garfieldensis,Garfield lupine,G3Q
Lupinus gormanii,Gorman's lupine,G1G3Q
Lupinus gracilentus,green slender lupine,G2
Lupinus guadalupensis,Guadalupe Island lupine,G2
Lupinus hillii,Hill's lupine,G3
Lupinus hillii var. hillii,Hill's lupine,G3T2T3
Lupinus holmgrenianus,Holmgren's lupine,G2G3
Lupinus horizontalis,sunset lupine,G3?
Lupinus huachucanus,Huachuca Mountain lupine,G2
Lupinus hyacinthinus,San Jacinto lupine,G2?
Lupinus jonesii,Jones' lupine,G2Q
Lupinus kingii,King's lupine,G3G4
Lupinus kingii var. kingii,King's lupine,G3G4T2T3
Lupinus kuschei,Yukon lupine,G3G4
Lupinus lapidicola,Mt. Eddy lupine,G3
Lupinus latifolius ssp. dudleyi,broadleaf lupine,G5T1T3Q
Lupinus latifolius ssp. leucanthus,broadleaf lupine,G5T1T2
Lupinus latifolius ssp. parishii,broadleaf lupine,G5T3?
Lupinus latifolius ssp. viridifolius,broadleaf lupine,G5T3
Lupinus latifolius var. barbatus,broadleaf lupine,G5T1T2
Lupinus latifolius var. viridifolius,broadleaf lupine,G5T3?
Lupinus lemmonii,Lemmon's lupine,G1Q
Lupinus leucophyllus ssp. erectus,velvet lupine,G5T1T3
Lupinus longifolius,longleaf bush lupine,G3?
Lupinus ludovicianus,San Luis lupine,G2
Lupinus lutescens,light yellow lupine,G1G2Q
Lupinus lyallii ssp. alcis-temporis,dwarf mountain lupine,G5T1?
Lupinus lyallii ssp. lyallii,dwarf mountain lupine,G5T2T3
Lupinus lyallii ssp. minutifolius,dwarf mountain lupine,G5T2
Lupinus lyallii ssp. subpandens,dwarf mountain lupine,G5T2
Lupinus lyallii ssp. washoensis,Washoe lupine,G5T1T2Q
Lupinus lyallii var. danaus,dwarf mountain lupine,G5T3?Q
Lupinus lyallii var. fruticulosus,dwarf mountain lupine,G5T2T3Q
Lupinus maculatus,spotted lupine,G1G3Q
Lupinus magnificus,Panamint Mountain lupine,G3
Lupinus magnificus var. glarecola,Panamint Mountain lupine,G3T3Q
Lupinus magnificus var. hesperius,Panamint Mountain lupine,G3T2Q
Lupinus magnificus var. magnificus,Panamint Mountain lupine,G3T2Q
Lupinus malacophyllus,jawleaf lupine,G3?
Lupinus minimus,Kettle Falls lupine,G3G4
Lupinus mollis,soft lupine,G3?
Lupinus monticola,mountain lupine,G2G4Q
Lupinus nanus ssp. menkerae,Menker's lupine,G5T2T3
Lupinus neomexicanus,New Mexico lupine,G3
Lupinus nevadensis,Nevada lupine,G3G4
Lupinus nipomensis,Nipomo Mesa lupine,G1
Lupinus obtusilobus,bluntlobe lupine,G3?
Lupinus odoratus,Mojave lupine,G3?
Lupinus oreganus var. kincaidii,Kincaid's lupine,G4T2
Lupinus oreganus var. oreganus,Oregon lupine,G4T3
Lupinus ornatus,ornate lupine,G3?Q
Lupinus padre-crowleyi,Dedecker lupine,G2
Lupinus pallidus,pale desert lupine,G3G4
Lupinus parviflorus var. fulvomaculatus,lodgepole lupine,G5T1Q
Lupinus peirsonii,long lupine,G2
Lupinus polyphyllus ssp. bernardinus,bigleaf lupine,G5T2T3
Lupinus polyphyllus ssp. superbus,bigleaf lupine,G5T3T4
Lupinus polyphyllus var. grandifolius,bigleaf lupine,G5T3?
Lupinus pratensis,Inyo Meadow lupine,G3?
Lupinus pratensis var. eriostachyus,Inyo Meadow lupine,G3?T1T2
Lupinus pratensis var. pratensis,Inyo Meadow lupine,G3?T3?
Lupinus punto-reyesensis,Point reyes lupine,G1?Q
Lupinus rivularis,riverbank lupine,G2G4
Lupinus roseolus,rosy lupine,G1G3Q
Lupinus sellulus ssp. sellulus,Donner Lake lupine,G4T3T4
Lupinus sellulus var. sellulus,Donner Lake lupine,G4T2
Lupinus sericatus,Cobb Mountain lupine,G2
Lupinus sericeus ssp. huffmanii,silky lupine,G5T2T4Q
Lupinus sericeus ssp. marianus,silky lupine,G5T3
Lupinus sericeus var. egglestonianus,silky lupine,G5T2T4Q
Lupinus sericeus var. thompsonianus,silky lupine,G5T3?
Lupinus sericeus var. wallowensis,silky lupine,G5T2T4Q
Lupinus sierrae-blancae,White Mountain lupine,G3
Lupinus sierrae-blancae ssp. aquilinus,White Mountain lupine,G3T3
Lupinus sierrae-blancae ssp. sierrae-blancae,White Mountain lupine,G3T3
Lupinus spectabilis,shaggyhair lupine,G2
Lupinus sublanatus,Mono lupine,G1?Q
Lupinus subvexus var. albilanatus,valley lupine,G5T1T3
Lupinus subvexus var. phoeniceus,valley lupine,G5T3?
Lupinus suksdorfii,Suksdorf's lupine,G3
Lupinus tidestromii,Tidestrom's lupine,G1
Lupinus tidestromii var. layneae,Tidestrom's lupine,G1T1
Lupinus tidestromii var. tidestromii,Tidestrom's lupine,G1T1
Lupinus volutans,pinyon lupine,G3G4
Lupinus westianus,Gulf Coast lupine,G3
Lupinus westianus var. aridorum,Gulf Coast lupine,G3T1
Lupinus westianus var. westianus,Gulf Coast lupine,G3T3
Luzula hawaiiensis,Hawai'i woodrush,G3
Luzula hawaiiensis var. glabrata,Hawai'i woodrush,G3T2T3
Luzula hawaiiensis var. hawaiiensis,Hawai'i woodrush,G3T3
Luzula hawaiiensis var. oahuensis,Oahu woodrush,G3T2
Luzula orestera,Sierra woodrush,G2G4
Luzula subcapitata,Colorado woodrush,G3?
Lycium andersonii var. deserticola,water jacket,G5T3T4
Lycium berlandieri var. longistylum,Berlandier's wolfberry,G5T1T3Q
Lycium californicum var. arizonicum,desert-thorn,G4T2
Lycium carolinianum var. carolinianum,Carolina desert-thorn,G4T3?
Lycium carolinianum var. quadrifidum,Carolina desert-thorn,G4T2T4
Lycium hassei,Santa Catalina Island desert-thorn,G1Q
Lycium pallidum var. oligospermum,rabbit thorn,G5T3?
Lycium parishii,Parish's desert-thorn,G3?
Lycium puberulum var. berberioides,downy desert-thorn,G4T3
Lycium sandwicense,Hawai'i desert-thorn,G3
Lycium texanum,Texas desert-thorn,G2
Lycopodiella  ×robusta,robust clubmoss,G1G3
Lycopodiella margueritiae,Marguerite's clubmoss,G1G2
Lycopodiella subappressa,northern bog clubmoss,G2
Lycopus cokeri,Carolina water horehound,G3
Lycopus laurentianus,St. Lawrence waterhorehound,G3Q
Lygodesmia dianthopsis,Antelope Island skeletonplant,G3G4
Lygodesmia doloresensis,Dolores River skeletonplant,G1G2
Lygodesmia entrada,rushpink skeletonplant,G1Q
Lyonia rubiginosa,St. Thomas staggerbush,G3?
Lyonia rubiginosa var. rubiginosa,St. Thomas staggerbush,G3T1
Lyonia rubiginosa var. stahlii,Stahl's staggerbush,G3T2?
Lyonia truncata,Dominican staggerbush,G3
Lyonia truncata var. proctorii,Proctor's staggerbush,G3T1
Lyonothamnus floribundus,Catalina ironwood,G2
Lyonothamnus floribundus ssp. aspleniifolius,fern-leaf Catalina ironwood,G2T2
Lyonothamnus floribundus ssp. floribundus,Catalina ironwood,G2T2
Lysimachia asperulifolia,roughleaf yellow loosestrife,G3
Lysimachia daphnoides,lehua makanoe,G1
Lysimachia filifolia,Wailua River yellow loosestrife,G1
Lysimachia forbesii,Castle Trail yellow loosestrife,GH
Lysimachia fraseri,Fraser's yellow loosestrife,G3
Lysimachia glutinosa,Kokee yellow loosestrife,G2?
Lysimachia graminea,grassleaf yellow loosestrife,G1Q
Lysimachia haupuensis,Haupu Range yellow loosestrife,GHQ
Lysimachia hillebrandii,puahekili,G1Q
Lysimachia hillebrandii,puahekili,G2G3
Lysimachia iniki,Wailua River yellow loosestrife,G1
Lysimachia kahiliensis,Kahili Ridge yellow loosestrife,GH
Lysimachia kalalauensis,Kauai yellow loosestrife,G2
Lysimachia loomisii,Loomis' yellow loosestrife,G3?
Lysimachia lydgatei,Maui yellow loosestrife,G1
Lysimachia maxima,Pelekunu Trail yellow loosestrife,G1
Lysimachia ovoidea,Wainiha Valley yellow loosestrife,G1Q
Lysimachia pendens,broad-leaf yellow loosestrife,G1
Lysimachia remyi,rockface yellow loosestrife,G3
Lysimachia scopulensis,shiny-leaf yellow loosestrife,G1
Lysimachia venosa,veined yellow loosestrife,G1
Lysimachia waianaeensis,Waianae Range yellow loosestrife,G1G2Q
Lythrum curtissii,Curtiss' loosestrife,G1
Lythrum flagellare,Florida loosestrife,G2
Mabrya acerifolia,brittlestem,G2
Macbridea alba,white birds-in-a-nest,G2
Macbridea caroliniana,Carolina birds-in-a-nest,G2G3
Machaeranthera arida,arid tansyaster,G3G4
Machaeranthera asteroides var. asteroides,fall tansyaster,G5T3?Q
Machaeranthera asteroides var. lagunensis,fall tansyaster,G5T2T3Q
Machaeranthera bigelovii var. bigelovii,Bigelow's tansyaster,G4G5T3T4
Machaeranthera bigelovii var. commixta,Bigelow's tansyaster,G4G5T3?
Machaeranthera bigelovii var. mucronata,Bigelow's tansyaster,G4G5T2
Machaeranthera blephariphylla,Texas tansyaster,G3G4
Machaeranthera canescens var. ambigua,hoary tansyaster,G5T3T4
Machaeranthera canescens var. nebraskana,Nebraska tansyaster,G5T3?
Machaeranthera canescens var. sessiliflora,hoary tansyaster,G5T3?
Machaeranthera canescens var. shastensis,Shasta tansyaster,G5T3T4
Machaeranthera canescens var. ziegleri,Ziegler's tansyaster,G5T1
Machaeranthera carnosa,shrubby alkaliaster,G3G4
Machaeranthera coloradoensis,Colorado tansyaster,G3
Machaeranthera coloradoensis var. brandegeei,Brandegee's tansyaster,G3T2?
Machaeranthera coloradoensis var. coloradoensis,Colorado tansyaster,G3T2?
Machaeranthera grindelioides var. depressa,rayless tansyaster,G5T3T4
Machaeranthera gypsitherma,La Playa Springs tansyaster,G1
Machaeranthera pinnatifida ssp. gooddingii,Goodding's tansyaster,G5T3T4
Machaeranthera pinnatifida var. paradoxa,Goodding's tansyaster,G5T3?
Machaeranthera viscida,sticky tansyaster,G2
Machaerina mariscoides ssp. meyenii,Meyen's twigrush,G4G5T3
Macranthera flammea,flameflower,G3
Macromeria viridiflora var. thurberi,Thurber's giant-trumpets,G4?T3?
Macromeria viridiflora var. viridiflora,giant-trumpets,G4?T3?
Macromitrium richardii,Richard's macromitrium moss,G2G4
Madia anomala,plumpseeded madia,G3?
Madia citrigracilis,Shasta tarweed,G2G3
Madia radiata,golden madia,G2
Madia subspicata,slender tarweed,G2G3
Magnolia ashei,Ashe's magnolia,G2
Magnolia portoricensis,Puerto Rico magnolia,G2
Magnolia splendens,laurel magnolia,G1
Mahonia nevinii,Nevin's barberry,G1
Mahonia pinnata ssp. insularis,island barberry,G5T1
Mahonia swaseyi,Texas barberry,G3
Malacothamnus abbottii,Abbot's bushmallow,G1
Malacothamnus aboriginum,Gray bushmallow,G2
Malacothamnus clementinus,San Clemente Island bushmallow,G2
Malacothamnus davidsonii,Davidson's bushmallow,G2
Malacothamnus densiflorus,yellowstem bushmallow,G3?
Malacothamnus jonesii,slender bushmallow,G3
Malacothamnus marrubioides,pinkflowered bushmallow,G3?
Malacothamnus palmeri,Palmer's bushmallow,G3
Malacothrix foliosa ssp. crispifolia,petite desertdandelion,G4T1
Malacothrix foliosa ssp. foliosa,leafy desertdandelion,G4T3
Malacothrix foliosa ssp. philbrickii,Philbrick's desertdandelion,G4T2
Malacothrix foliosa ssp. polycephala,manyhead desertdandelion,G4T3
Malacothrix incana,dunedelion,G3
Malacothrix indecora,Santa Cruz Island desertdandelion,G2
Malacothrix junakii,Junak's desertdandelion,G1
Malacothrix phaeocarpa,Davis' desertdandelion,G3
Malacothrix saxatilis var. arachnoidea,cliff desertdandelion,G5T2
Malacothrix saxatilis var. commutata,cliff desertdandelion,G5T3T4
Malacothrix saxatilis var. implicata,cliff desertdandelion,G5T3T4
Malacothrix saxatilis var. saxatilis,cliff desertdandelion,G5T3
Malacothrix similis,twin desertdandelion,G2G3
Malacothrix sonorae,Sonoran desertdandelion,G3G4
Malacothrix squalida,Santa Cruz desertdandelion,G1
Malacothrix stebbinsii,Stebbins' desertdandelion,G3?
Malaxis bayardii,Bayard's adder's-mouth orchid,G1G2
Malaxis wendtii,Wendt's adder's-mouth orchid,G2
Malpighia infestissima,cowhage cherry,G2
Malpighia woodburyana,Woodbury's stingingbush,G2?
Mammillaria dioica,strawberry cactus,G3?
Mammillaria heyderi var. bullingtoniana,little nipple cactus,G4?T2T4
Mammillaria heyderi var. macdougalii,Macdougal's nipple cactus,G4?T3?
Mammillaria mainiae,counterclockwise nipple cactus,G3
Mammillaria prolifera var. texana,Texas nipple cactus,G4T3?
Mammillaria tetrancistra,common fishhook cactus,G3G4
Mammillaria wrightii var. wrightii,Wright's nipple cactus,G4T3
Manfreda longiflora,longflower tuberose,G2
Manfreda sileri,Siler's tuberose,G3
Manihot walkerae,Walker's manihot,G2
Manilkara pleeana,zapote de costa,G2
Manilkara valenzuela,nisperillo,G2
Mannia californica,,G3?
Mannia triandra,,G3G4
Mappia racemosa,palo de cana,G3
Marah fabaceus var. fabaceus,California manroot,G5T3
Marah macrocarpus var. micranthus,Cucamonga manroot,G4TUQ
Marah watsonii,taw manroot,G3?
Marattia douglasii,Hawai'i potato fern,G3
Marina calycosa,San Pedro false prairie-clover,G3
Marina orcuttii,Sonoran false prairie-clover,G2G3
Marlierea sintenisii,beruquillo,G3
Marsdenia elliptica,jungle netvine,G1
Marshallia grandiflora,Monongahela Barbara's buttons,G2
Marshallia legrandii,Tall Barbara's buttons,G1
Marshallia mohrii,Mohr's Barbara's buttons,G3
Marshallia ramosa,southern Barbara's buttons,G2G3
Marshallia trinervia,broadleaf Barbara's buttons,G3
Marsilea villosa,villous waterclover,G1
Marsupella arctica,,G3?
Marsupella bolanderi,,G2G3
Marsupella commutata,,G2G4
Marsupella condensata,,G3
Marsupella emarginata ssp. tubulosa,,G5T1T3
Marsupella emarginata var. aquatica,,G5T3
Marsupella emarginata var. latiloba,,G5T1T2
Marsupella paroica,,G3
Marsupella sparsifolia,,G3G4
Matelea alabamensis,Alabama milkvine,G2
Matelea atrostellata,darkstar milkvine,G1?
Matelea baldwyniana,Baldwin's milkvine,G3
Matelea brevicoronata,shortcrown milkvine,G3
Matelea edwardsensis,plateau milkvine,G3
Matelea flavidula,yellow Carolina milkvine,G3?
Matelea floridana,Florida milkvine,G2
Matelea pubiflora,trailing milkvine,G3G4
Matelea radiata,falfurrias milkvine,GH
Matelea sagittifolia,arrowleaf milkvine,G3
Matelea texensis,Trans-Pecos milkvine,G1
Maytenus cymosa,Caribbean mayten,G3
Maytenus elongata,Puerto Rico mayten,G2
Maytenus ponceana,ponce mayten,G1
Meconella denticulata,smallflower fairypoppy,G3?
Meconella oregana,white fairypoppy,G2G3
Megaceros aenigmaticus,,G3
Melampodium longicorne,Arizona blackfoot,G3G4
Melanthera ligulata,pineland squarestem,G1G3
Melanthera parvifolia,small-leaf squarestem,G2Q
Melica geyeri var. aristulata,Geyer's oniongrass,G4T3?
Melica subulata var. pammelii,Pammel's oniongrass,G5T1T2Q
Melicope adscendens,auwahi melicope,G1
Melicope anisata,mokihana,G3
Melicope balloui,Ballou's melicope,G1
Melicope barbigera,uahiapele,G2G3
Melicope christophersenii,Waianae Range melicope,G1
Melicope cinerea,manena,G1
Melicope clusiifolia,kukaemoa,G3G4
Melicope cruciata,pilo 'ula,G1
Melicope degeneri,Kokee Stream melicope,G1
Melicope elliptica,leiohi'iaka,G1
Melicope feddei,hiiaka,G3
Melicope haleakalae,Haleakala melicope,G2
Melicope haupuensis,Haupa Mountain melicope,G1
Melicope hawaiensis,mokihana kukae moa,G2
Melicope hiiakae,Koolau Range melicope,G1
